symbol,group,description
PGC,US Equity,Peapack-Gladstone Financial Corp.
PGEM,US Equity,PLY GEM HLDGS INC
PGNX,US Equity,Progenics Pharmaceuticals Inc.
PGR,US Equity,Progressive Corp.
PGRE,US Equity,PARAMOUNT GROUP INC
PGTI,US Equity,PGT Inc.
PH,US Equity,Parker Hannifin Corp.
PHH,US Equity,PHH Corp.
PHIIK,US Equity,PHI Inc.
PHM,US Equity,Pulte Homes Inc.
PHMD,US Equity,PhotoMedex Inc.
PHX,US Equity,Panhandle Oil & Gas Inc.
PI,US Equity,IMPINJ INC
PICO,US Equity,PICO Holdings Inc.
PIH,US Equity,1347 PPTY INS HLDGS INC
PII,US Equity,Polaris Industries Inc.
PINC,US Equity,PREMIER INC
PIOI,US Equity,P10 Inds Inc
PIP,US Equity,PharmAthene Inc.
PIR,US Equity,Pier 1 Imports Inc.
PIRS,US Equity,PIERIS PHARMACEUTICALS INC
PJC,US Equity,Piper Jaffray Cos.
PKBK,US Equity,Parke Bancorp Inc
PKD,US Equity,Parker Drilling Co.
PKE,US Equity,Park Electrochemical Corp.
PKG,US Equity,Packaging Corp. of America
PKI,US Equity,PerkinElmer Inc.
PKOH,US Equity,Park-Ohio Holdings Corp.
PKY,US Equity,PARKWAY INC
PLAB,US Equity,Photronics Inc.
PLAY,US Equity,DAVE & BUSTERS ENTMT INC
PLBC,US Equity,Plumas Bancorp
PLCE,US Equity,Children's Place Retail Stores Inc.
PLD,US Equity,ProLogis Inc
PLKI,US Equity,Popeyes La Kitchen Inc
PLNT,US Equity,PLANET FITNESS INC
PLOW,US Equity,DOUGLAS DYNAMICS INC
PLPC,US Equity,Preformed Line Products Co.
PLSE,US Equity,PULSE BIOSCIENCES INC
PLT,US Equity,Plantronics Inc.
PLUG,US Equity,Plug Power Inc.
PLUS,US Equity,ePlus Inc.
PLX,US Equity,PROTALIX BIOTHERAPEU
PLXS,US Equity,Plexus Corp.
PM,US Equity,Philip Morris International Inc.
PMBC,US Equity,Pacific Mercantile Bancorp
PMC,US Equity,PharMerica Corp.
PMD,US Equity,Psychemedics Corp.
PMT,US Equity,PENNYMAC MTG INVT TR
PMTS,US Equity,CPI CARD GROUP INC
PN,US Equity,PATRIOT NATL INC
PNC,US Equity,PNC Financial Services Group Inc.
PNFP,US Equity,Pinnacle Financial Partners Inc.
PNK,US Equity,PINNACLE ENTMT INC NEW
PNM,US Equity,PNM Resources Inc.
PNNT,US Equity,Pennantpark Invt Corp
PNR,US Equity,Pentair Inc.
PNRA,US Equity,Panera Bread Co.
PNW,US Equity,Pinnacle West Capital Corp.
PODD,US Equity,Insulet Corp.
POL,US Equity,PolyOne Corp.
POOL,US Equity,Pool Corp.
POPE,US Equity,Pope Resources L.P.
POR,US Equity,Portland General Electric Co.
POST,US Equity,Post Holdings Inc
POWI,US Equity,Power Integrations Inc.
POWL,US Equity,Powell Industries Inc.
PPBI,US Equity,Pacific Premier Bancorp Inc.
PPC,US Equity,PILGRIMS PRIDE CORP NEW
PPG,US Equity,PPG Industries Inc.
PPHM,US Equity,Peregrine Pharmaceuticals Inc.
PPL,US Equity,PPL Corp.
PQ,US Equity,Petroquest Energy Inc
PRA,US Equity,ProAssurance Corp.
PRAA,US Equity,Portfolio Recovery Associates Inc.
PRAH,US Equity,PRA HEALTH SCIENCES INC
PRCP,US Equity,Perceptron Inc.
PRFT,US Equity,Perficient Inc.
PRGS,US Equity,Progress Software Corp.
PRGX,US Equity,PRG-Schultz International Inc.
PRI,US Equity,PRIMERICA INC
PRIM,US Equity,PRIMORIS SVCS CORP
PRK,US Equity,Park National Corp.
PRKR,US Equity,Parkervision Inc.
PRLB,US Equity,Proto Labs Inc
PRMW,US Equity,PRIMO WTR CORP
PRO,US Equity,Pros Holdings Inc.
PROV,US Equity,Provident Financial Holdings Inc.
PRPH,US Equity,Prophase Labs Inc
PRSC,US Equity,The Providence Service Corp.
PRSS,US Equity,CAFEPRESS INC
PRTK,US Equity,Paratek Pharmaceuticals Inc
PRTO,US Equity,PROTEON THERAPEUTICS INC
PRTS,US Equity,U.S. Auto Parts Network Inc.
PRTY,US Equity,PARTY CITY HOLDCO INC
PRU,US Equity,Prudential Financial Inc.
PRXL,US Equity,PAREXEL International Corp.
PRZM,US Equity,Prism Technologies Group Inc
PSA,US Equity,Public Storage
PSB,US Equity,PS Business Parks Inc.
PSEC,US Equity,Prospect Capital Corp
PSID,US Equity,Positiveid Corp
PSIX,US Equity,POWER SOLUTIONS INTL INC
PSMT,US Equity,PriceSmart Inc.
PSTG,US Equity,PURE STORAGE INC
PSX,US Equity,PHILLIPS 66
PSXP,US Equity,PHILLIPS 66 PARTNERS LP
PTC,US Equity,PTC Inc.
PTCT,US Equity,PTC THERAPEUTICS INC
PTEN,US Equity,Patterson-UTI Energy Inc.
PTGX,US Equity,PROTAGONIST THERAPEUTICS INC
PTI,US Equity,Proteostasis Therapeutics Inc
PTIE,US Equity,Pain Therapeutics Inc.
PTLA,US Equity,PORTOLA PHARMACEUTICALS INC
PTN,US Equity,Palatin Technologies Inc.
PTSI,US Equity,P.A.M. Transportation Services Inc.
PTX,US Equity,Pernix Therapeutics
PTXP,US Equity,PENNTEX MIDSTREAM PARTNERS L
PUB,US Equity,PEOPLES UTAH BANCORP
PULM,US Equity,Pulmatrix Inc
PURE,US Equity,Pure Bioscience
PVBC,US Equity,PROVIDENT BANCORP INC
PVH,US Equity,Phillips-Van Heusen Corp.
PVTB,US Equity,PrivateBancorp Inc.
PW,US Equity,Pittsburgh & West Virginia Railroad
PWOD,US Equity,Penns Woods Bancorp Inc.
PWR,US Equity,Quanta Services Inc.
PX,US Equity,Praxair Inc.
PXD,US Equity,Pioneer Natural Resources Co.
PXLW,US Equity,Pixelworks Inc.
PYPL,US Equity,PAYPAL HLDGS INC
PZN,US Equity,Pzena Investment Management Inc.
PZRX,US Equity,PHASERX INC
PZZA,US Equity,Papa John's International Inc.
Q,US Equity,QUINTILES TRANSNATIONAL CORP
QADB,US Equity,QAD Inc.
QCOM,US Equity,Qualcomm Inc.
QCP,US Equity,QUALITY CARE PPTYS INC
QCRH,US Equity,QCR Holdings Inc.
QDEL,US Equity,Quidel Corp.
QEP,US Equity,QEP RES INC
QHC,US Equity,QUORUM HEALTH CORP
QLYS,US Equity,QUALYS INC
QNST,US Equity,QUINSTREET INC
QSII,US Equity,Quality Systems Inc.
QTM,US Equity,Quantum Corp.
QTNA,US Equity,QUANTENNA COMMUNICATIONS INC
QTS,US Equity,QTS RLTY TR INC
QTWO,US Equity,Q2 HLDGS INC
QUAD,US Equity,QUAD GRAPHICS INC
QUIK,US Equity,QuickLogic Corp.
QUMU,US Equity,Qumu Corp
QUOT,US Equity,Quotient Technology Inc
QVCA,US Equity,Liberty Interactive Corporation QVC Group
R,US Equity,Ryder System Inc.
RAD,US Equity,Rite Aid Corp.
RAI,US Equity,Reynolds American Inc.
RAIL,US Equity,FreightCar America Inc.
RARE,US Equity,ULTRAGENYX PHARMACEUTICAL INC
RARX,US Equity,RA PHARMACEUTICALS INC
RAS,US Equity,RAIT Financial Trust
RATE,US Equity,Bankrate Inc
RAVE,US Equity,Rave Restaurant Group Inc
RAVN,US Equity,Raven Industries Inc.
RBC,US Equity,Regal-Beloit Corp.
RBCAA,US Equity,Republic Bancorp Inc. (Kentucky)
RBCN,US Equity,Rubicon Technology Inc.
RBPAA,US Equity,Royal Bancshares of Pennsylvania
RCII,US Equity,Rent-A-Center Inc.
RCKY,US Equity,Rocky Brands Inc.
RCL,US Equity,Royal Caribbean Cruises Ltd.
RCMT,US Equity,RCM Technologies Inc.
RDC,US Equity,Rowan Cos. Inc.
RDI,US Equity,Reading International Inc.
RDN,US Equity,Radian Group Inc.
RDNT,US Equity,Radnet Inc.
RE,US Equity,Everest Re Group Ltd.
RECN,US Equity,Resources Connection Inc.
REED,US Equity,Reeds Inc.
REEMF,US Equity,RARE ELEMENT RES LTD
REFR,US Equity,Research Frontiers Inc.
REG,US Equity,Regency Centers Corp.
REGI,US Equity,Renewable Energy Group
REGN,US Equity,Regeneron Pharmaceuticals Inc.
REIS,US Equity,Reis Inc.
RELL,US Equity,Richardson Electronics Ltd.
RELV,US Equity,Reliv International Inc.
REN,US Equity,RESOLUTE ENERGY CORP
REPH,US Equity,RECRO PHARMA INC
RES,US Equity,RPC Inc.
RESI,US Equity,Altisource Residential
RESN,US Equity,RESONANT INC
RETA,US Equity,REATA PHARMACEUTICALS INC
REV,US Equity,Revlon Inc.
REX,US Equity,Rex Stores Corp.
REXR,US Equity,REXFORD INDL RLTY INC
REXX,US Equity,Rex Energy Corp.
RF,US Equity,Regions Financial Corp.
RFIL,US Equity,RF Industries Ltd.
RGA,US Equity,Reinsurance Group of America Inc.
RGC,US Equity,Regal Entertainment Group
RGCO,US Equity,RGC Resources Inc.
RGEN,US Equity,Repligen Corp.
RGLD,US Equity,Royal Gold Inc.
RGLS,US Equity,REGULUS THERAPEUTICS INC
RGNX,US Equity,REGENXBIO INC
RGR,US Equity,Sturm Ruger & Co.
RGRX,US Equity,RegeneRX Biopharmaceuticals Inc.
RGS,US Equity,Regis Corp.
RGSE,US Equity,Real Goods Solar Inc.
RH,US Equity,RESTORATION HARDWARE HLDGS I
RHI,US Equity,Robert Half International Inc.
RHNO,US Equity,Rhino Resource Partners Lp
RHP,US Equity,Ryman Hospitality Pptys
RHT,US Equity,Red Hat Inc.
RICE,US Equity,RICE ENERGY INC
RICK,US Equity,Rick's Cabaret International Inc.
RIGL,US Equity,Rigel Pharmaceuticals Inc.
RJF,US Equity,Raymond James Financial Inc.
RKDA,US Equity,ARCADIA BIOSCIENCES INC
RL,US Equity,Polo Ralph Lauren Corp.
RLH,US Equity,Red Lion Hotels Corp.
RLI,US Equity,RLI Corp.
RLJ,US Equity,RLJ LODGING TR
RLJE,US Equity,Rlj Entmt Inc
RLOG,US Equity,Rand Logistics Inc.
RM,US Equity,REGIONAL MGMT CORP
RMAX,US Equity,RE MAX HLDGS INC
RMBS,US Equity,Rambus Inc.
RMD,US Equity,ResMed Inc.
RMP,US Equity,RICE MIDSTREAM PARTNERS LP
RMR,US Equity,RMR GROUP INC
RMTI,US Equity,Rockwell Medical Technologies Inc.
RNDB,US Equity,RANDOLPH BANCORP INC
RNET,US Equity,RIGNET INC
RNG,US Equity,RINGCENTRAL INC
RNN,US Equity,Rexahn Pharmaceuticals Inc.
RNR,US Equity,RenaissanceRe Holdings Ltd.
RNST,US Equity,Renasant Corp.
RNVA,US Equity,Rennova Health Inc
RNWK,US Equity,RealNetworks Inc.
ROCK,US Equity,Gibraltar Industries Inc.
ROG,US Equity,Rogers Corp.
ROIAK,US Equity,Radio One Inc.
ROIC,US Equity,RETAIL OPPORTUNITY INVTS
ROK,US Equity,Rockwell Automation Corp.
ROKA,US Equity,ROKA BIOSCIENCE INC
ROL,US Equity,Rollins Inc.
ROLL,US Equity,RBC Bearings Inc.
ROP,US Equity,Roper Industries Inc.
ROST,US Equity,Ross Stores Inc.
ROX,US Equity,Castle Brands Inc.
ROYL,US Equity,Royale Energy Inc.
ROYT,US Equity,PACIFIC COAST OIL TR
RP,US Equity,REALPAGE INC
RPAI,US Equity,RETAIL PPTYS AMER INC
RPD,US Equity,RAPID7 INC
RPM,US Equity,RPM International Inc.
RPRX,US Equity,Repros Therapeutics Inc.
RPT,US Equity,Ramco-Gershenson Properties Trust
RPXC,US Equity,RPX CORP
RRC,US Equity,Range Resources Corp.
RRD,US Equity,Donnelley R R & Sons Co
RRGB,US Equity,Red Robin Gourmet Burgers Inc.
RRR,US Equity,Red Rock Resorts Inc
RRTS,US Equity,ROADRUNNER TRNSN SVCS HLDG I
RS,US Equity,Reliance Steel & Aluminum Co.
RSG,US Equity,Republic Services Inc.
RSO,US Equity,Resource Capital Corp.
RSPI,US Equity,Respirerx Pharmaceuticals In
RSPP,US Equity,RSP PERMIAN INC
RST,US Equity,ROSETTA STONE INC
RSYS,US Equity,Radisys Corp.
RT,US Equity,Ruby Tuesday Inc.
RTEC,US Equity,Rudolph Technologies Inc.
RTIX,US Equity,RTI Biologics Inc.
RTK,US Equity,Rentech Inc.
RTN,US Equity,Raytheon Co.
RTRX,US Equity,RETROPHIN INC
RTTR,US Equity,RITTER PHARMACEUTICALS INC
RUBI,US Equity,RUBICON PROJ INC
RUN,US Equity,SUNRUN INC
RUSHA,US Equity,Rush Enterprises Inc.
RUTH,US Equity,Ruth's Hospitality Group Inc.
RVLT,US Equity,Revolution Lighting Technolo
RVNC,US Equity,REVANCE THERAPEUTICS INC
RVP,US Equity,Retractable Technologies Inc.
RVSB,US Equity,Riverview Bancorp Inc.
RWC,US Equity,RELM Wireless Corp.
RWT,US Equity,Redwood Trust Inc.
RXN,US Equity,REXNORD CORP NEW
RYAM,US Equity,RAYONIER ADVANCED MATLS INC
RYI,US Equity,RYERSON HLDG CORP
RYN,US Equity,Rayonier Inc. REIT
S,US Equity,SPRINT CORP
SABR,US Equity,SABRE CORP
SAFM,US Equity,Sanderson Farms Inc.
SAFT,US Equity,Safety Insurance Group Inc.
SAGE,US Equity,SAGE THERAPEUTICS INC
SAH,US Equity,Sonic Automotive Inc.
SAIA,US Equity,Saia Inc.
SAIC,US Equity,SCIENCE APPLICATNS INTL CP N
SAJA,US Equity,SAJAN INC
SAL,US Equity,SALISBURY BANCORP INC
SALE,US Equity,RETAILMENOT INC
SALM,US Equity,Salem Communications Corp
SAM,US Equity,Boston Beer Co.
SAMG,US Equity,SILVERCREST ASSET MGMT GROUP
SANM,US Equity,Sanmina-SCI Corp.
SAR,US Equity,Saratoga Invt Corp
SASR,US Equity,Sandy Spring Bancorp Inc.
SATS,US Equity,EchoStar Corp.
SAUC,US Equity,Diversified Restaurant Holdings
SAVE,US Equity,SPIRIT AIRLS INC
SBAC,US Equity,SBA Communications Corp.
SBBP,US Equity,STRONGBRIDGE BIOPHARMA PLC
SBCF,US Equity,Seacoast Banking Corp. of Florida
SBFG,US Equity,Sb Finl Group Inc
SBGI,US Equity,Sinclair Broadcast Group Inc.
SBH,US Equity,Sally Beauty Holdings Inc.
SBNY,US Equity,Signature Bank
SBPH,US Equity,SPRING BK PHARMACEUTICALS IN
SBRA,US Equity,Sabra Health Care REIT
SBSA,US Equity,Spanish Broadcasting System Inc.
SBSI,US Equity,Southside Bancshares Inc.
SBUX,US Equity,Starbucks Corp.
SBY,US Equity,SILVER BAY RLTY TR CORP
SC,US Equity,SANTANDER CONSUMER USA HOLDINGS
SCAI,US Equity,SURGICAL CARE AFFILIATES INC
SCCO,US Equity,Southern Copper Corp.
SCG,US Equity,Scana Corp.
SCHL,US Equity,Scholastic Corp
SCHN,US Equity,Schnitzer Steel Industries Inc.
SCHW,US Equity,Charles Schwab Corp.
SCI,US Equity,Service Corp. International
SCIL,US Equity,Scientific Learning Corp.
SCKT,US Equity,Socket Mobile Inc.
SCL,US Equity,Stepan Co.
SCLN,US Equity,SciClone Pharmaceuticals Inc.
SCM,US Equity,STELLUS CAP INVT CORP
SCMP,US Equity,Sucampo Pharmaceuticals Inc.
SCNB,US Equity,Suffolk Bancorp
SCON,US Equity,Superconductor Technologies Inc.
SCOR,US Equity,comScore Inc.
SCS,US Equity,Steelcase Inc.
SCSC,US Equity,Scansource Inc.
SCSS,US Equity,Select Comfort Corp.
SCVL,US Equity,Shoe Carnival Inc.
SCWX,US Equity,Secureworks Corp
SCX,US Equity,L.S. Starrett Co.
SCYX,US Equity,SCYNEXIS INC
SD,US Equity,SANDRIDGE ENERGY INC
SDPI,US Equity,SUPERIOR DRILLING PRODS INC
SDT,US Equity,SANDRIDGE MISSISSIPPIAN TR I
SE,US Equity,Spectra Energy Corp.
SEAC,US Equity,SeaChange International Inc.
SEAS,US Equity,SEAWORLD ENTMT INC
SEB,US Equity,Seaboard Corp.
SEE,US Equity,Sealed Air Corp.
SEIC,US Equity,SEI Investments Co.
SELB,US Equity,Selecta Biosciences Inc
SEM,US Equity,SELECT MED HLDGS CORP
SEMG,US Equity,SEMGROUP CORP
SENEA,US Equity,Seneca Foods Corp.
SENS,US Equity,SENSEONICS HLDGS INC
SEP,US Equity,Spectra Energy Partners  LP
SERV,US Equity,SERVICEMASTER GLOBAL HLDGS I
SF,US Equity,Stifel Financial Corp.
SFBS,US Equity,SERVISFIRST BANCSHARES INC
SFE,US Equity,Safeguard Scientifics Inc.
SFL,US Equity,Ship Finance International Ltd.
SFLY,US Equity,Shutterfly Inc.
SFM,US Equity,SPROUTS FMRS MKT INC
SFNC,US Equity,Simmons First National Corp. Cl A
SFR,US Equity,Colony Starwood Homes
SFS,US Equity,SMART & FINAL STORES INC
SFST,US Equity,Southern First Bancshares Inc
SGA,US Equity,Saga Communications Inc. (Cl A)
SGC,US Equity,Superior Uniform Group Inc.
SGEN,US Equity,Seattle Genetics Inc.
SGMA,US Equity,Sigmatron International Inc.
SGMO,US Equity,Sangamo BioSciences Inc.
SGMS,US Equity,Scientific Games Corp.
SGNL,US Equity,SIGNAL GENETICS INC
SGRP,US Equity,SPAR Group Inc.
SGRY,US Equity,SURGERY PARTNERS INC
SGU,US Equity,Star Gas Partners L.P.
SGY,US Equity,Stone Energy Corp.
SGYP,US Equity,SYNERGY PHARMACEUTICALS INC
SHAK,US Equity,SHAKE SHACK INC
SHBI,US Equity,Shore Bancshares Inc.
SHEN,US Equity,Shenandoah Telecommunications Co.
SHLD,US Equity,Sears Holdings Corp.
SHLM,US Equity,A. Schulman Inc.
SHLO,US Equity,Shiloh Industries Inc.
SHLX,US Equity,SHELL MIDSTREAM PARTNERS L P
SHO,US Equity,Sunstone Hotel Investors Inc.
SHOO,US Equity,Steven Madden Ltd.
SHOR,US Equity,ShoreTel Inc.
SHOS,US Equity,SEARS HOMETOWN & OUTLET STOR
SHSP,US Equity,Sharpspring Inc
SHW,US Equity,Sherwin-Williams Co.
SIEN,US Equity,SIENTRA INC
SIF,US Equity,SIFCO Industries Inc.
SIFI,US Equity,SI Financial Group Inc.
SIG,US Equity,Signet Jewelers Ltd.
SIGI,US Equity,Selective Insurance Group Inc.
SIGM,US Equity,Sigma Designs Inc.
SIR,US Equity,SELECT INCOME REIT
SIRI,US Equity,Sirius XM Radio Inc.
SITE,US Equity,SITEONE LANDSCAPE SUPPLY INC
SIVB,US Equity,SVB Financial Group
SIX,US Equity,SIX FLAGS ENTMT CORP NEW
SJI,US Equity,South Jersey Industries Inc.
SJM,US Equity,J.M. Smucker Co.
SJW,US Equity,SJW Corp.
SKIS,US Equity,PEAK RESORTS INC
SKLN,US Equity,SKYLINE MED INC
SKT,US Equity,Tanger Factory Outlet Centers Inc.
SKX,US Equity,Skechers USA Inc.
SKY,US Equity,Skyline Corp.
SKYW,US Equity,Skywest Inc.
SLAB,US Equity,Silicon Laboratories Inc.
SLB,US Equity,Schlumberger Ltd.
SLD,US Equity,Sutherland Asset Mgmt Corp M
SLG,US Equity,SL Green Realty Corp.
SLGN,US Equity,Silgan Holdings Inc.
SLM,US Equity,SLM Corp.
SLP,US Equity,Simulations Plus Inc.
SLRC,US Equity,SOLAR CAP LTD
SM,US Equity,St. Mary Land & Exploration Co.
SMBC,US Equity,Southern Missouri Bancorp Inc.
SMCI,US Equity,Super Micro Computer Inc.
SMG,US Equity,Scotts Miracle-Gro Co.
SMLP,US Equity,SUMMIT MIDSTREAM PARTNERS LP
SMMF,US Equity,Summit Financial Group Inc.
SMP,US Equity,Standard Motor Products Inc.
SMRT,US Equity,Stein Mart Inc.
SMSI,US Equity,Smith Micro Software Inc
SMTC,US Equity,Semtech Corp.
SN,US Equity,SANCHEZ ENERGY CORP
SNA,US Equity,Snap-On Inc.
SNAK,US Equity,Inventure Group Inc.
SNBC,US Equity,Sun Bancorp Inc. (New Jersey)
SNC,US Equity,STATE NATL COS INC
SNCR,US Equity,Synchronoss Technologies Inc.
SND,US Equity,SMART SAND INC
SNDX,US Equity,SYNDAX PHARMACEUTICALS INC
SNFCA,US Equity,Security National Financial Corp.
SNH,US Equity,Senior Housing Properties Trust
SNHY,US Equity,Sun Hydraulics Corp.
SNI,US Equity,Scripps Networks Interactive  Inc.
SNMX,US Equity,Senomyx Inc.
SNOA,US Equity,Sonoma Pharmaceuticals Inc
SNOW,US Equity,INTRAWEST RESORTS HLDGS INC
SNPS,US Equity,Synopsys Inc.
SNR,US Equity,New Senior Investment Group Inc.
SNSS,US Equity,Sunesis Pharmaceuticals Inc.
SNV,US Equity,Synovus Financial Corp.
SNX,US Equity,SYNNEX Corp.
SO,US Equity,Southern Co.
SOFO,US Equity,Sonic Foundry Inc.
SOHO,US Equity,Sotherly Hotels Inc
SON,US Equity,Sonoco Products Co.
SONA,US Equity,Southern National Bancorp of Virginia Inc.
SONC,US Equity,Sonic Corp.
SONS,US Equity,Sonus Networks Inc.
SP,US Equity,Sp Plus Corp
SPA,US Equity,Sparton Corp.
SPAN,US Equity,Span-America Medical Systems Inc.
SPAR,US Equity,Spartan Motors Inc.
SPDC,US Equity,Speed Comm Inc
SPEX,US Equity,Spherix Inc.
SPG,US Equity,Simon Property Group Inc.
SPGI,US Equity,S&P Global Inc
SPH,US Equity,Suburban Propane Partners L.P.
SPKE,US Equity,SPARK ENERGY INC
SPLK,US Equity,SPLUNK INC
SPLS,US Equity,Staples Inc.
SPN,US Equity,Superior Energy Services Inc.
SPNC,US Equity,Spectranetics Corp.
SPNE,US Equity,Seaspine Hldgs Corp
SPOK,US Equity,Spok Hldgs Inc
SPPI,US Equity,Spectrum Pharmaceuticals Inc.
SPR,US Equity,Spirit AeroSystems Holdings Inc.
SPRT,US Equity,SupportSoft Inc.
SPSC,US Equity,SPS COMM INC
SPTN,US Equity,Spartan Stores Inc.
SPWH,US Equity,SPORTSMANS WHSE HLDGS INC
SPWR,US Equity,SunPower Corp.
SPXC,US Equity,SPX Corp.
SQ,US Equity,SQUARE INC
SR,US Equity,Spire Inc
SRC,US Equity,SPIRIT RLTY CAP INC
SRCE,US Equity,1st Source Corp.
SRCL,US Equity,Stericycle Inc.
SRDX,US Equity,SurModics Inc.
SRE,US Equity,Sempra Energy
SREV,US Equity,Servicesource Intl Inc
SRG,US Equity,SERITAGE GROWTH PPTYS
SRI,US Equity,Stoneridge Inc.
SRLP,US Equity,SPRAGUE RES LP
SRPT,US Equity,Sarepta Therapeutics In
SRT,US Equity,Startek Inc.
SRTS,US Equity,Sensus Heatlhcare Inc
SSB,US Equity,South St Corp
SSD,US Equity,Simpson Manufacturing Co.
SSI,US Equity,Stage Stores Inc.
SSKN,US Equity,Strata Skin Sciences Inc
SSNC,US Equity,SS&C TECHNOLOGIES HLDGS INC
SSNI,US Equity,SILVER SPRING NETWORKS INC
SSP,US Equity,E.W. Scripps Co.
SSTK,US Equity,SHUTTERSTOCK INC
SSY,US Equity,Sunlink Health Systems Inc.
STAA,US Equity,Staar Surgical Co.
STAG,US Equity,STAG INDL INC
STAR,US Equity,iStar Financial Inc.
STAY,US Equity,Extended Stay America Inc
STBA,US Equity,S&T Bancorp Inc.
STBZ,US Equity,STATE BK FINL CORP
STC,US Equity,Stewart Information Services Corp.
STFC,US Equity,State Auto Financial Corp.
STI,US Equity,SunTrust Banks Inc.
STJ,US Equity,St. Jude Medical Inc.
STL,US Equity,Sterling Bancorp Del
STLD,US Equity,Steel Dynamics Inc.
STLY,US Equity,Stanley Furniture Co.
STML,US Equity,STEMLINE THERAPEUTICS INC
STMP,US Equity,Stamps.com Inc.
STON,US Equity,StoneMore Partners L.P.
STOR,US Equity,STORE CAP CORP
STRA,US Equity,Strayer Education Inc.
STRL,US Equity,Sterling Construction Co. Inc.
STRM,US Equity,Streamline Health Solutions Inc.
STRP,US Equity,Straight Path Communications Inc. (Class B)
STRT,US Equity,Strattec Security Corp.
STS,US Equity,Supreme Industries Inc.
STT,US Equity,State Street Corp.
STWD,US Equity,STARWOOD PPTY TR INC
STXS,US Equity,Stereotaxis Inc.
STZ,US Equity,Constellation Brands Inc.
SUI,US Equity,Sun Communities Inc.
SUM,US Equity,Summit Materials
SUN,US Equity,Sunoco LP
SUNS,US Equity,SOLAR SR CAP LTD
SUNW,US Equity,Sunworks Inc
SUP,US Equity,Superior Industries International Inc.
SUPN,US Equity,SUPERNUS PHARMACEUTICALS INC
SVBI,US Equity,Severn Bancorp Inc.
SVBL,US Equity,Silver Bull Res Inc
SVU,US Equity,Supervalu Inc.
SWC,US Equity,Stillwater Mining Co.
SWFT,US Equity,SWIFT TRANSN CO
SWHC,US Equity,Smith & Wesson Holding Corp.
SWK,US Equity,Stanley Works
SWKS,US Equity,Skyworks Solutions Inc.
SWM,US Equity,Schweitzer-Mauduit International Inc.
SWN,US Equity,Southwestern Energy Co.
SWX,US Equity,Southwest Gas Corp.
SXC,US Equity,SUNCOKE ENERGY INC
SXCP,US Equity,SUNCOKE ENERGY PARTNERS L P
SXE,US Equity,Southcross Energy Partners
SXI,US Equity,Standex International Corp.
SXL,US Equity,Sunoco Logistics Partners L.P.
SXT,US Equity,Sensient Technologies Corp.
SYBT,US Equity,S.Y. Bancorp Inc.
SYF,US Equity,SYNCHRONY FINL
SYK,US Equity,Stryker Corp.
SYKE,US Equity,Sykes Enterprises Inc.
SYMC,US Equity,Symantec Corp.
SYMX,US Equity,Synthesis Energy Systems Inc.
SYN,US Equity,SYNTHETIC BIOLOGICS INC
SYNA,US Equity,Synaptics Inc.
SYNC,US Equity,SYNACOR INC
SYNL,US Equity,Synalloy Corp.
SYNT,US Equity,Syntel Inc.
SYPR,US Equity,Sypris Solutions Inc.
SYRG,US Equity,Synergy Res Corp
SYRS,US Equity,Syros Pharmaceuticals I
SYRX,US Equity,SYSOREX GLOBAL HLDGS CORP
SYUT,US Equity,SYNUTRA INTL INC
SYX,US Equity,Systemax Inc.
SYY,US Equity,Sysco Corp.
T,US Equity,AT&T Inc.
TA,US Equity,TravelCenters of America LLC
TACT,US Equity,TransAct Technologies Inc.
TAHO,US Equity,TAHOE RES INC
TAP,US Equity,Molson Coors Brewing Co.
TASR,US Equity,TASER International Inc.
TAST,US Equity,Carrols Restaurant Group Inc.
TAYD,US Equity,Taylor Devices Inc.
TBBK,US Equity,The Bancorp Inc.
TBI,US Equity,TrueBlue Inc.
TBIO,US Equity,Transgenomic Inc.
TBK,US Equity,TRIUMPH BANCORP INC
TBNK,US Equity,TERRITORIAL BANCORP INC
TCAP,US Equity,Triangle Cap Corp
TCB,US Equity,TCF Financial Corp.
TCBI,US Equity,Texas Capital Bancshares Inc.
TCBK,US Equity,TriCo Bancshares
TCMD,US Equity,TACTILE SYS TECHNOLOGY INC
TCO,US Equity,Taubman Centers Inc.
TCON,US Equity,TRACON PHARMACEUTICALS INC
TCP,US Equity,TC PipeLines L.P.
TCPC,US Equity,TCP CAP CORP
TCRD,US Equity,THL CR INC
TCS,US Equity,CONTAINER STORE GROUP INC
TDC,US Equity,Teradata Corp.
TDG,US Equity,TransDigm Group Inc.
TDOC,US Equity,TELADOC INC
TDS,US Equity,Telephone & Data Systems Inc.
TDW,US Equity,Tidewater Inc.
TDY,US Equity,Teledyne Technologies Inc.
TECD,US Equity,Tech Data Corp.
TECH,US Equity,Techne Corp.
TEGP,US Equity,TALLGRASS ENERGY GP LP
TEN,US Equity,Tenneco Inc.
TEP,US Equity,TALLGRASS ENERGY PARTNERS LP
TER,US Equity,Teradyne Inc.
TERP,US Equity,TERRAFORM PWR INC
TESO,US Equity,Tesco Corp.
TESS,US Equity,Tessco Technologies Inc.
TEX,US Equity,Terex Corp.
TFSL,US Equity,TFS Financial Corp.
TFX,US Equity,Teleflex Inc.
TG,US Equity,Tredegar Corp.
TGC,US Equity,Tengasco Inc.
TGEN,US Equity,Tecogen Inc New
TGH,US Equity,Textainer Group Holdings Ltd.
TGI,US Equity,Triumph Group Inc.
